,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
649,7,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR TO DUMBWAITER,Department of Housing Preservation and Development DOOR/WINDOW DOOR TO DUMBWAITER,department of housing preservation and development door/window door to dumbwaiter,department housing preservation development door window door dumbwaiter,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.0516}",0.0,0.854,0.146,0.0516
650,7,Dunning Unit,DOF Parking - DMV Clearance,Registration Clearance Request,Dunning Unit DOF Parking - DMV Clearance Registration Clearance Request,dunning unit dof parking - dmv clearance registration clearance request,dunning unit dof parking vehicles dmv clearance registration clearance request,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
651,6,Economic Development Corporation,Noise - Helicopter,News Gathering,Economic Development Corporation Noise - Helicopter News Gathering,economic development corporation noise - helicopter news gathering,economic development corporation noise helicopter news gathering,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
652,6,Department of Transportation,Street Sign - Missing,Yield,Department of Transportation Street Sign - Missing Yield,department of transportation street sign - missing yield,department transit transportation street sign missing yield,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
653,6,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Department of Parks and Recreation DPR Internal Illegal Dumping,department of parks and recreation dpr internal illegal dumping,department parks parks recreation parks recreation dpr internal illegal dumping waste,"{'neg': 0.521, 'neu': 0.479, 'pos': 0.0, 'compound': -0.8271}",0.521,0.479,0.0,-0.8271
654,6,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Department of Health and Mental Hygiene Illegal Animal Kept as Pet Other,department of health and mental hygiene illegal animal kept as pet other,department health mental hygiene illegal animal kept pet,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",0.34,0.66,0.0,-0.5574
655,6,Department of Consumer Affairs,Consumer Complaint,Scale Inaccurate/Broken,Department of Consumer Affairs Consumer Complaint Scale Inaccurate/Broken,department of consumer affairs consumer complaint scale inaccurate/broken,department constructionumer affairs constructionumer complaint scale inaccurate broken,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6486}",0.469,0.531,0.0,-0.6486
656,6,ACS,Forms,Community Outreach,ACS Forms Community Outreach,acs forms community outreach,acs forms community outreach,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.0,0.588,0.412,0.2732
657,6,New York City Police Department,Graffiti,Police Report Not Requested,New York City Police Department Graffiti Police Report Not Requested,new york city police department graffiti police report not requested,new york city police department graffiti police report requested,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
658,6,Correspondence Unit,DOF Property - Reduction Issue,Homestead,Correspondence Unit DOF Property - Reduction Issue Homestead,correspondence unit dof property - reduction issue homestead,correspondence unit dof property building reduction issue homestead,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
659,6,Department of Health and Mental Hygiene,Day Care,Unlicensed Day Care,Department of Health and Mental Hygiene Day Care Unlicensed Day Care,department of health and mental hygiene day care unlicensed day care,department health mental hygiene day care unlicensed day care,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.7506}",0.0,0.522,0.478,0.7506
660,6,DCAS,Question,General Counsel,DCAS Question General Counsel,dcas question general counsel,dcas general information general counsel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
661,6,Department of Buildings,Plumbing,Plumbing Enforcement Work Order (DOB),Department of Buildings Plumbing Plumbing Enforcement Work Order (DOB),department of buildings plumbing plumbing enforcement work order (dob),department buildings plumbing plumbing enforcement work order dob,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
662,6,Commercial Exemption Unit,DOF Property - Reduction Issue,Commercial Other Exemption,Commercial Exemption Unit DOF Property - Reduction Issue Commercial Other Exemption,commercial exemption unit dof property - reduction issue commercial other exemption,commercial exemption unit dof property building reduction issue commercial exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
663,6,Department of Consumer Affairs,Consumer Complaint,Non-Delivery of Papers,Department of Consumer Affairs Consumer Complaint Non-Delivery of Papers,department of consumer affairs consumer complaint non-delivery of papers,department constructionumer affairs constructionumer complaint nondelivery papers,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
664,6,Department of Sanitation,Literature Request,"LAWN LITTER LAW 1,2,3 FAMILY PROPERTY OWNER","Department of Sanitation Literature Request LAWN LITTER LAW 1,2,3 FAMILY PROPERTY OWNER","department of sanitation literature request lawn litter law 1,2,3 family property owner","department sanitation waste general information lawn litter waste law ,, family property building owner","{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.6808}",0.318,0.682,0.0,-0.6808
665,6,DCAS,Question,FOIL Request - Request for Records,DCAS Question FOIL Request - Request for Records,dcas question foil request - request for records,dcas general information foil request request records,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
666,6,Department of Transportation,Traffic Signal Condition,Speed Board Sign,Department of Transportation Traffic Signal Condition Speed Board Sign,department of transportation traffic signal condition speed board sign,department transit transportation traffic signal condition speed board sign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
667,6,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Small (HQS)","Department of Environmental Protection Hazardous Materials Oil Spill On Street, Small (HQS)","department of environmental protection hazardous materials oil spill on street, small (hqs)","department environmental protection hazardardous materials oil spill street, small hqs","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
668,6,Department of Transportation,Ferry Complaint,General Complaint,Department of Transportation Ferry Complaint General Complaint,department of transportation ferry complaint general complaint,department transit transportation ferry complaint general complaint,"{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.5267}",0.468,0.532,0.0,-0.5267
669,6,Department of Buildings,General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,Department of Buildings General Construction/Plumbing Smoking Ban - Smoking on Construction Site,department of buildings general construction/plumbing smoking ban - smoking on construction site,department buildings general construction plumbing smoking ban smoking construction site,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}",0.286,0.714,0.0,-0.5574
670,6,Department of Transportation,Bus Stop Shelter Complaint,Damaged Other,Department of Transportation Bus Stop Shelter Complaint Damaged Other,department of transportation bus stop shelter complaint damaged other,department transit transportation bus stop shelter complaint damaged,"{'neg': 0.593, 'neu': 0.407, 'pos': 0.0, 'compound': -0.743}",0.593,0.407,0.0,-0.743
671,6,Department of Health and Mental Hygiene,Mobile Food Vendor,Equipment,Department of Health and Mental Hygiene Mobile Food Vendor Equipment,department of health and mental hygiene mobile food vendor equipment,department health mental hygiene mobile food vendor equipment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
672,6,Department of Health and Mental Hygiene,Pet Shop,Dogs or Cats Sold,Department of Health and Mental Hygiene Pet Shop Dogs or Cats Sold,department of health and mental hygiene pet shop dogs or cats sold,department health mental hygiene pet shop dog animals cats sold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
673,6,Department of Consumer Affairs,Consumer Complaint,High Pressure to Take on Loan/Debt,Department of Consumer Affairs Consumer Complaint High Pressure to Take on Loan/Debt,department of consumer affairs consumer complaint high pressure to take on loan/debt,department constructionumer affairs constructionumer complaint high pressure take loan debt,"{'neg': 0.496, 'neu': 0.504, 'pos': 0.0, 'compound': -0.7096}",0.496,0.504,0.0,-0.7096
674,6,Department of Transportation,Street Sign - Damaged,Do Not Enter,Department of Transportation Street Sign - Damaged Do Not Enter,department of transportation street sign - damaged do not enter,department transit transportation street sign damaged enter,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}",0.326,0.674,0.0,-0.4404
675,6,Department for the Aging,Home Delivered Meal Complaint,N/A,Department for the Aging Home Delivered Meal Complaint N/A,department for the aging home delivered meal complaint n/a,department aging home delivered meal complaint n,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",0.306,0.694,0.0,-0.296
676,5,Department of Transportation,Broken Parking Meter,Missing/Stump,Department of Transportation Broken Parking Meter Missing/Stump,department of transportation broken parking meter missing/stump,department transit transportation broken parking vehicles meter missing stump,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.6486}",0.431,0.569,0.0,-0.6486
677,5,Department of Sanitation,Foam Ban Enforcement,ER9 FOAM VIOL. RETAILER,Department of Sanitation Foam Ban Enforcement ER9 FOAM VIOL. RETAILER,department of sanitation foam ban enforcement er9 foam viol. retailer,department sanitation waste foam ban enforcement er foam viol retailer,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.7506}",0.444,0.556,0.0,-0.7506
678,5,Department of Transportation,Sidewalk Condition,Newspaper Box Complaint,Department of Transportation Sidewalk Condition Newspaper Box Complaint,department of transportation sidewalk condition newspaper box complaint,department transit transportation sidewalk condition newspaper box complaint,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
679,5,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)","Department of Environmental Protection Water Quality Taste/Odor, Sewer (QA5)","department of environmental protection water quality taste/odor, sewer (qa5)","department environmental protection water quality taste odor, sewer qa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
680,5,Department of Consumer Affairs,Consumer Complaint,Closed without Notice,Department of Consumer Affairs Consumer Complaint Closed without Notice,department of consumer affairs consumer complaint closed without notice,department constructionumer affairs constructionumer complaint closed without notice,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
681,5,New York City Police Department,Noise - Park,Loud Talking,New York City Police Department Noise - Park Loud Talking,new york city police department noise - park loud talking,new york city police department noise park loud talking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
682,5,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Pruning,Department of Parks and Recreation Illegal Tree Damage Unauthorized Tree Pruning,department of parks and recreation illegal tree damage unauthorized tree pruning,department parks parks recreation parks recreation illegal tree damage unauthorized tree pruning,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.7783}",0.405,0.595,0.0,-0.7783
683,5,Department of Housing Preservation and Development,OUTSIDE BUILDING,SKYLIGHT,Department of Housing Preservation and Development OUTSIDE BUILDING SKYLIGHT,department of housing preservation and development outside building skylight,department housing preservation development outside building skylight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
